Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
8/30/2020,2/1/2020,8/29/2020,AZ,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,AZ,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,AZ,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,AZ,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,AZ,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,AZ,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,28,
8/30/2020,2/1/2020,8/29/2020,AZ,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,110,
8/30/2020,2/1/2020,8/29/2020,AZ,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,178,
8/30/2020,2/1/2020,8/29/2020,AZ,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,AZ,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All ages,321,
8/30/2020,2/1/2020,8/29/2020,AZ,Renal failure,Renal failure,N17-N19,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,AZ,Renal failure,Renal failure,N17-N19,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,AZ,Renal failure,Renal failure,N17-N19,35-44,13,
8/30/2020,2/1/2020,8/29/2020,AZ,Renal failure,Renal failure,N17-N19,45-54,32,
8/30/2020,2/1/2020,8/29/2020,AZ,Renal failure,Renal failure,N17-N19,55-64,57,
8/30/2020,2/1/2020,8/29/2020,AZ,Renal failure,Renal failure,N17-N19,65-74,117,
8/30/2020,2/1/2020,8/29/2020,AZ,Renal failure,Renal failure,N17-N19,75-84,85,
8/30/2020,2/1/2020,8/29/2020,AZ,Renal failure,Renal failure,N17-N19,85+,72,
8/30/2020,2/1/2020,8/29/2020,AZ,Renal failure,Renal failure,N17-N19,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,AZ,Renal failure,Renal failure,N17-N19,All ages,379,
8/30/2020,2/1/2020,8/29/2020,AZ,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,AZ,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,19,
8/30/2020,2/1/2020,8/29/2020,AZ,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,12,
8/30/2020,2/1/2020,8/29/2020,AZ,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,13,
8/30/2020,2/1/2020,8/29/2020,AZ,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,23,
8/30/2020,2/1/2020,8/29/2020,AZ,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,24,
8/30/2020,2/1/2020,8/29/2020,AZ,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,43,
8/30/2020,2/1/2020,8/29/2020,AZ,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,32,
8/30/2020,2/1/2020,8/29/2020,AZ,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,AZ,"Intentional and unintentional injury, poisoning and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All ages,167,
8/30/2020,2/1/2020,8/29/2020,AZ,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,21,
8/30/2020,2/1/2020,8/29/2020,AZ,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,33,
8/30/2020,2/1/2020,8/29/2020,AZ,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,76,
8/30/2020,2/1/2020,8/29/2020,AZ,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,171,
8/30/2020,2/1/2020,8/29/2020,AZ,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,391,
8/30/2020,2/1/2020,8/29/2020,AZ,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,550,
8/30/2020,2/1/2020,8/29/2020,AZ,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,584,
8/30/2020,2/1/2020,8/29/2020,AZ,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,449,
8/30/2020,2/1/2020,8/29/2020,AZ,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,AZ,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All ages,2275,
8/30/2020,2/1/2020,8/29/2020,AZ,Coronavirus Disease 2019,COVID-19,U071,0-24,22,
8/30/2020,2/1/2020,8/29/2020,AZ,Coronavirus Disease 2019,COVID-19,U071,25-34,71,
8/30/2020,2/1/2020,8/29/2020,AZ,Coronavirus Disease 2019,COVID-19,U071,35-44,147,
8/30/2020,2/1/2020,8/29/2020,AZ,Coronavirus Disease 2019,COVID-19,U071,45-54,310,
8/30/2020,2/1/2020,8/29/2020,AZ,Coronavirus Disease 2019,COVID-19,U071,55-64,697,
8/30/2020,2/1/2020,8/29/2020,AZ,Coronavirus Disease 2019,COVID-19,U071,65-74,1018,
8/30/2020,2/1/2020,8/29/2020,AZ,Coronavirus Disease 2019,COVID-19,U071,75-84,1187,
8/30/2020,2/1/2020,8/29/2020,AZ,Coronavirus Disease 2019,COVID-19,U071,85+,1037,
8/30/2020,2/1/2020,8/29/2020,AZ,Coronavirus Disease 2019,COVID-19,U071,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,AZ,Coronavirus Disease 2019,COVID-19,U071,All ages,4489,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,10,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,56,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,200,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,467,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,988,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,1471,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,1518,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,1665,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Influenza and pneumonia,J09-J18,All ages,6375,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,12,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,25,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,76,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,205,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,261,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,254,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All ages,842,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,25,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,71,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,162,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,300,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,368,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,277,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,157,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Adult respiratory distress syndrome,J80,All ages,1366,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory failure,J96,0-24,13,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory failure,J96,25-34,47,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory failure,J96,35-44,164,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory failure,J96,45-54,386,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory failure,J96,55-64,852,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory failure,J96,65-74,1338,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory failure,J96,75-84,1396,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory failure,J96,85+,1447,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory failure,J96,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory failure,J96,All ages,5643,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory arrest,R09.2,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory arrest,R09.2,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory arrest,R09.2,35-44,11,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory arrest,R09.2,45-54,12,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory arrest,R09.2,55-64,44,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory arrest,R09.2,65-74,67,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory arrest,R09.2,75-84,92,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory arrest,R09.2,85+,152,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory arrest,R09.2,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Respiratory arrest,R09.2,All ages,380,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,12,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,26,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,67,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,94,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,97,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,87,
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All ages,389,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,51,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,139,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,310,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,543,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,600,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Hypertensive diseases,I10-I15,85+,757,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Hypertensive diseases,I10-I15,All ages,2408,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,13,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,54,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,145,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,296,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,371,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Ischemic heart disease,I20-I25,85+,432,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Ischemic heart disease,I20-I25,All ages,1319,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrest,I46,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrest,I46,25-34,40,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrest,I46,35-44,105,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrest,I46,45-54,268,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrest,I46,55-64,548,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrest,I46,65-74,787,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrest,I46,75-84,860,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrest,I46,85+,1016,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrest,I46,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrest,I46,All ages,3632,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,22,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,63,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,163,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,228,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,311,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All ages,798,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Heart failure,I50,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Heart failure,I50,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Heart failure,I50,35-44,10,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Heart failure,I50,45-54,23,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Heart failure,I50,55-64,74,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Heart failure,I50,65-74,141,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Heart failure,I50,75-84,203,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Heart failure,I50,85+,310,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Heart failure,I50,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Heart failure,I50,All ages,767,
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,CA,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,26,
